C:N:Sum:Construction(s):Access(s)
1:4000000:4e+06:1.04237:0.0201366:
2:2000000:4e+06:0.520085:0.0159887:
3:1333333:4e+06:0.355816:0.0139291:
4:1000000:4e+06:0.268914:0.0137806:
5:800000:4e+06:0.219253:0.0128632:
6:666666:4e+06:0.186957:0.0129896:
7:571428:4e+06:0.16145:0.012518:
8:500000:4e+06:0.147312:0.012913:
9:444444:4e+06:0.130444:0.0122466:
10:400000:4e+06:0.118875:0.0122303:
11:363636:4e+06:0.109381:0.0120703:
12:333333:4e+06:0.101642:0.011927:
13:307692:4e+06:0.0947172:0.0120122:
14:285714:4e+06:0.0912466:0.0119134:
15:266666:3.99999e+06:0.0849902:0.0118567:
16:250000:4e+06:0.0814632:0.0118476:
17:235294:4e+06:0.0770701:0.011801:
18:222222:4e+06:0.074416:0.0117373:
19:210526:3.99999e+06:0.0715942:0.0117062:
20:200000:4e+06:0.0695311:0.0117163:
21:190476:4e+06:0.0676198:0.0117664:
22:181818:4e+06:0.0646321:0.0118008:
23:173913:4e+06:0.0614632:0.0116339:
24:166666:3.99998e+06:0.0596623:0.0117161:
25:160000:4e+06:0.0586467:0.011625:
26:153846:4e+06:0.0569647:0.0116714:
27:148148:4e+06:0.0547364:0.0116181:
28:142857:4e+06:0.0535906:0.0116157:
29:137931:4e+06:0.052389:0.0115076:
30:133333:3.99999e+06:0.051111:0.0115697:
31:129032:3.99999e+06:0.0527979:0.011972:
32:125000:4e+06:0.0505688:0.0126175:
33:121212:4e+06:0.0477628:0.0127102:
34:117647:4e+06:0.047518:0.0129596:
35:114285:3.99998e+06:0.0460439:0.0127015:
36:111111:4e+06:0.0457515:0.0128419:
37:108108:4e+06:0.0445941:0.0128824:
38:105263:3.99999e+06:0.0440065:0.0123489:
39:102564:4e+06:0.0432463:0.0126521:
40:100000:4e+06:0.0424733:0.0122755:
41:97560:3.99996e+06:0.0423495:0.0126081:
42:95238:4e+06:0.042905:0.0129026:
43:93023:3.99999e+06:0.0407406:0.0125688:
44:90909:4e+06:0.0406381:0.0122153:
45:88888:3.99996e+06:0.0394865:0.0126947:
46:86956:3.99998e+06:0.0395489:0.0124018:
47:85106:3.99998e+06:0.0381646:0.0126192:
48:83333:3.99998e+06:0.0386784:0.0122028:
49:81632:3.99997e+06:0.0373249:0.0123777:
50:80000:4e+06:0.0374959:0.0125698:
51:78431:3.99998e+06:0.036835:0.0122563:
52:76923:4e+06:0.0368366:0.0121789:
53:75471:3.99996e+06:0.0362732:0.0122156:
54:74074:4e+06:0.0359218:0.0120641:
55:72727:3.99998e+06:0.0357309:0.0121096:
56:71428:3.99997e+06:0.0358313:0.0126972:
57:70175:3.99998e+06:0.0349076:0.0121144:
58:68965:3.99997e+06:0.0358074:0.0119615:
