C:N:Sum:Construction(s):Access(s)
1:4000000:4e+06:0.148856:0.0142307:
2:2000000:4e+06:0.0767907:0.0105363:
3:1333333:4e+06:0.0521277:0.00990151:
4:1000000:4e+06:0.0445895:0.0104807:
5:800000:4e+06:0.0360318:0.0097857:
6:666666:4e+06:0.0335:0.00982067:
7:571428:4e+06:0.0291497:0.00974951:
8:500000:4e+06:0.0280522:0.00974117:
9:444444:4e+06:0.025044:0.00978337:
10:400000:4e+06:0.0246893:0.00977901:
11:363636:4e+06:0.0229429:0.00978082:
12:333333:4e+06:0.0227805:0.00979026:
13:307692:4e+06:0.0209213:0.00976816:
14:285714:4e+06:0.0210925:0.00983116:
15:266666:3.99999e+06:0.0200004:0.00978262:
16:250000:4e+06:0.020062:0.00994655:
17:235294:4e+06:0.0186984:0.00971953:
18:222222:4e+06:0.0190147:0.00983543:
19:210526:3.99999e+06:0.018287:0.00977237:
20:200000:4e+06:0.0183188:0.00978515:
21:190476:4e+06:0.0174128:0.00976548:
22:181818:4e+06:0.0174584:0.0105749:
23:173913:4e+06:0.0168376:0.00973221:
24:166666:3.99998e+06:0.017001:0.00969715:
25:160000:4e+06:0.0163908:0.00975448:
26:153846:4e+06:0.0165872:0.00974104:
27:148148:4e+06:0.0159652:0.0098622:
28:142857:4e+06:0.015882:0.00976886:
29:137931:4e+06:0.0158045:0.00990864:
30:133333:3.99999e+06:0.0164308:0.00972974:
31:129032:3.99999e+06:0.0151698:0.00975989:
32:125000:4e+06:0.0155555:0.00978834:
33:121212:4e+06:0.0151809:0.00986198:
34:117647:4e+06:0.0153015:0.00974443:
35:114285:3.99998e+06:0.0147379:0.00987338:
36:111111:4e+06:0.0148711:0.00976164:
37:108108:4e+06:0.0146268:0.00981345:
38:105263:3.99999e+06:0.0148347:0.0097641:
39:102564:4e+06:0.0144574:0.0105753:
40:100000:4e+06:0.0148793:0.00974693:
41:97560:3.99996e+06:0.0145201:0.00978118:
42:95238:4e+06:0.0147174:0.00973165:
43:93023:3.99999e+06:0.0150966:0.0104188:
44:90909:4e+06:0.0142694:0.00968725:
45:88888:3.99996e+06:0.0146107:0.00977944:
46:86956:3.99998e+06:0.0142893:0.00975506:
47:85106:3.99998e+06:0.0140316:0.00970482:
48:83333:3.99998e+06:0.0140604:0.00969978:
49:81632:3.99997e+06:0.0138725:0.00974174:
50:80000:4e+06:0.013903:0.00973542:
51:78431:3.99998e+06:0.0138094:0.00975061:
52:76923:4e+06:0.0135756:0.00995538:
53:75471:3.99996e+06:0.0135329:0.00975584:
54:74074:4e+06:0.0142095:0.0098124:
55:72727:3.99998e+06:0.0136842:0.00991762:
56:71428:3.99997e+06:0.013763:0.00981773:
57:70175:3.99998e+06:0.0134187:0.00970263:
58:68965:3.99997e+06:0.0134942:0.00982797:
59:67796:3.99996e+06:0.0130955:0.0097369:
60:66666:3.99996e+06:0.0135445:0.00984632:
61:65573:3.99995e+06:0.0143843:0.00966678:
62:64516:3.99999e+06:0.0130344:0.0098539:
63:63492:4e+06:0.0132794:0.0097516:
64:62500:4e+06:0.0133672:0.00987907:
65:61538:3.99997e+06:0.0130773:0.00972935:
66:60606:4e+06:0.0134698:0.00977181:
67:59701:3.99997e+06:0.013021:0.0097659:
68:58823:3.99996e+06:0.0130715:0.00983821:
69:57971:4e+06:0.0131577:0.0102813:
70:57142:3.99994e+06:0.0130859:0.00984635:
71:56338:4e+06:0.0130503:0.00965626:
72:55555:3.99996e+06:0.0129312:0.00970077:
73:54794:3.99996e+06:0.0131603:0.00972346:
74:54054:4e+06:0.0133232:0.00985168:
75:53333:3.99998e+06:0.0128278:0.00967839:
76:52631:3.99996e+06:0.0129782:0.00981558:
77:51948:4e+06:0.0132888:0.00970532:
78:51282:4e+06:0.0126664:0.00975855:
79:50632:3.99993e+06:0.0124739:0.00968483:
80:50000:4e+06:0.0127974:0.00971821:
81:49382:3.99994e+06:0.0129423:0.00974871:
82:48780:3.99996e+06:0.0128019:0.0097915:
83:48192:3.99994e+06:0.0125498:0.0097886:
84:47619:4e+06:0.0127132:0.00974485:
85:47058:3.99993e+06:0.0131754:0.00973486:
86:46511:3.99995e+06:0.0127917:0.00972505:
87:45977:4e+06:0.0124454:0.00968907:
88:45454:3.99995e+06:0.012597:0.00974258:
89:44943:3.99993e+06:0.0124105:0.00977468:
90:44444:3.99996e+06:0.012378:0.00971297:
91:43956:4e+06:0.0124724:0.00975174:
92:43478:3.99998e+06:0.0125804:0.00980495:
93:43010:3.99993e+06:0.0125023:0.00970229:
94:42553:3.99998e+06:0.0130451:0.0097817:
