C:N:Sum:Construction(s):Access(s)
1:4000000:4e+06:0.114328:0.010024:
2:2000000:4e+06:0.0593313:0.00557615:
3:1333333:4e+06:0.0403751:0.00491402:
4:1000000:4e+06:0.03538:0.00491377:
5:800000:4e+06:0.0289161:0.0047426:
6:666666:4e+06:0.0274748:0.00501396:
7:571428:4e+06:0.0231001:0.00468914:
8:500000:4e+06:0.0231841:0.0047095:
9:444444:4e+06:0.02076:0.00460119:
10:400000:4e+06:0.0209263:0.00464677:
11:363636:4e+06:0.019245:0.00459288:
12:333333:4e+06:0.0196006:0.00457606:
13:307692:4e+06:0.0181861:0.00459487:
14:285714:4e+06:0.0183858:0.00469014:
15:266666:3.99999e+06:0.0172946:0.00468087:
16:250000:4e+06:0.0172789:0.0045791:
17:235294:4e+06:0.0168885:0.00466686:
18:222222:4e+06:0.0170784:0.00457893:
19:210526:3.99999e+06:0.0160388:0.0045355:
20:200000:4e+06:0.0162902:0.00460254:
21:190476:4e+06:0.0153242:0.00460132:
22:181818:4e+06:0.0157768:0.00453506:
23:173913:4e+06:0.0155199:0.00517949:
24:166666:3.99998e+06:0.0150568:0.00491107:
25:160000:4e+06:0.0150788:0.00456801:
26:153846:4e+06:0.0151946:0.00502245:
27:148148:4e+06:0.0146612:0.00455784:
28:142857:4e+06:0.0147381:0.00450844:
29:137931:4e+06:0.0144628:0.00491028:
30:133333:3.99999e+06:0.0147153:0.00460128:
31:129032:3.99999e+06:0.0140439:0.00459458:
32:125000:4e+06:0.0143548:0.0047213:
33:121212:4e+06:0.0140899:0.00457738:
34:117647:4e+06:0.014328:0.00466074:
35:114285:3.99998e+06:0.0135865:0.00454234:
36:111111:4e+06:0.0136247:0.00450587:
37:108108:4e+06:0.0133535:0.00454357:
38:105263:3.99999e+06:0.0140502:0.00463458:
39:102564:4e+06:0.013653:0.00485142:
40:100000:4e+06:0.0137664:0.00462832:
41:97560:3.99996e+06:0.013475:0.00458288:
42:95238:4e+06:0.0137901:0.00461399:
43:93023:3.99999e+06:0.0132332:0.00457797:
44:90909:4e+06:0.013567:0.00454795:
45:88888:3.99996e+06:0.0131109:0.00456916:
46:86956:3.99998e+06:0.0134358:0.00453556:
