C:N:Sum:Construction(s):Access(s)
1:4000000:4e+06:0.119795:0.0100501:
2:2000000:4e+06:0.0623987:0.0055558:
3:1333333:4e+06:0.0429202:0.00515892:
4:1000000:4e+06:0.0369595:0.00492482:
5:800000:4e+06:0.030135:0.00472236:
6:666666:4e+06:0.0287592:0.00471936:
7:571428:4e+06:0.0247492:0.00476106:
8:500000:4e+06:0.0250377:0.00465823:
9:444444:4e+06:0.0226235:0.00459394:
10:400000:4e+06:0.0229164:0.00465228:
11:363636:4e+06:0.0210907:0.00457706:
12:333333:4e+06:0.0214673:0.0045916:
13:307692:4e+06:0.0198432:0.00456031:
14:285714:4e+06:0.0199591:0.00456888:
15:266666:3.99999e+06:0.018901:0.00467785:
16:250000:4e+06:0.0186661:0.00455585:
17:235294:4e+06:0.0181628:0.00455597:
18:222222:4e+06:0.0180891:0.00457767:
19:210526:3.99999e+06:0.0171247:0.00454934:
20:200000:4e+06:0.0174057:0.00462413:
21:190476:4e+06:0.0166705:0.00458668:
22:181818:4e+06:0.016793:0.00491886:
23:173913:4e+06:0.0163303:0.00451677:
24:166666:3.99998e+06:0.0164838:0.00461044:
25:160000:4e+06:0.0161103:0.00452502:
26:153846:4e+06:0.0165079:0.00457799:
27:148148:4e+06:0.0157559:0.00454754:
28:142857:4e+06:0.0159651:0.0046068:
29:137931:4e+06:0.0152039:0.00455273:
30:133333:3.99999e+06:0.015557:0.00453886:
31:129032:3.99999e+06:0.0152944:0.00455776:
32:125000:4e+06:0.0153815:0.00453786:
33:121212:4e+06:0.0148153:0.00455514:
34:117647:4e+06:0.015374:0.00467886:
35:114285:3.99998e+06:0.0145713:0.00453984:
36:111111:4e+06:0.0150471:0.00459889:
37:108108:4e+06:0.0146039:0.00459698:
38:105263:3.99999e+06:0.0149616:0.00463595:
39:102564:4e+06:0.0144398:0.00456662:
40:100000:4e+06:0.0147145:0.00467932:
41:97560:3.99996e+06:0.014534:0.00452978:
42:95238:4e+06:0.0145543:0.00487934:
43:93023:3.99999e+06:0.0144186:0.00458391:
44:90909:4e+06:0.0143096:0.00457353:
45:88888:3.99996e+06:0.0146538:0.00455511:
46:86956:3.99998e+06:0.0144217:0.0044983:
