C:N:Sum:Construction(s):Access(s)
1:4000000:4e+06:0.112916:0.010244:
2:2000000:4e+06:0.0598653:0.00559148:
3:1333333:4e+06:0.0401694:0.00488657:
4:1000000:4e+06:0.0349619:0.00495925:
5:800000:4e+06:0.0279858:0.00471499:
6:666666:4e+06:0.027409:0.0047199:
7:571428:4e+06:0.0231083:0.00464498:
8:500000:4e+06:0.0227916:0.00466734:
9:444444:4e+06:0.0202998:0.00458969:
10:400000:4e+06:0.0218191:0.0047142:
11:363636:4e+06:0.018203:0.00463731:
12:333333:4e+06:0.0189554:0.00458725:
13:307692:4e+06:0.0174471:0.00458921:
14:285714:4e+06:0.0177454:0.00457138:
15:266666:3.99999e+06:0.0166071:0.00452396:
16:250000:4e+06:0.0170682:0.00461762:
17:235294:4e+06:0.015995:0.00454783:
18:222222:4e+06:0.0164791:0.00458742:
19:210526:3.99999e+06:0.015677:0.00463858:
20:200000:4e+06:0.0158754:0.00460446:
21:190476:4e+06:0.0150241:0.0045758:
22:181818:4e+06:0.0152356:0.0046575:
23:173913:4e+06:0.0145157:0.00449276:
24:166666:3.99998e+06:0.0152647:0.00473898:
25:160000:4e+06:0.0148119:0.00458099:
26:153846:4e+06:0.0151107:0.00460582:
27:148148:4e+06:0.0141884:0.00457797:
28:142857:4e+06:0.0145737:0.00457367:
29:137931:4e+06:0.0137118:0.00460381:
30:133333:3.99999e+06:0.0143204:0.00459689:
31:129032:3.99999e+06:0.0136867:0.00450224:
32:125000:4e+06:0.0137765:0.00450359:
33:121212:4e+06:0.0134863:0.00506744:
34:117647:4e+06:0.0137589:0.00453887:
35:114285:3.99998e+06:0.0131343:0.00482104:
36:111111:4e+06:0.013493:0.00450754:
37:108108:4e+06:0.0132772:0.00455825:
38:105263:3.99999e+06:0.0135083:0.00480367:
39:102564:4e+06:0.0130532:0.00456943:
40:100000:4e+06:0.0135568:0.00459298:
41:97560:3.99996e+06:0.0129465:0.00456798:
42:95238:4e+06:0.0133032:0.00457847:
43:93023:3.99999e+06:0.0129167:0.00456554:
44:90909:4e+06:0.013393:0.00458581:
45:88888:3.99996e+06:0.012741:0.00454127:
46:86956:3.99998e+06:0.0130056:0.00459736:
47:85106:3.99998e+06:0.0128771:0.00456153:
48:83333:3.99998e+06:0.0128404:0.00459814:
49:81632:3.99997e+06:0.0125313:0.00453625:
50:80000:4e+06:0.0123803:0.00449575:
51:78431:3.99998e+06:0.0125237:0.00457104:
52:76923:4e+06:0.0128277:0.00481619:
53:75471:3.99996e+06:0.0126045:0.0045678:
54:74074:4e+06:0.0127583:0.00462564:
55:72727:3.99998e+06:0.0124095:0.00461496:
56:71428:3.99997e+06:0.0125916:0.00458363:
57:70175:3.99998e+06:0.0123674:0.0045674:
58:68965:3.99997e+06:0.0127964:0.00456149:
59:67796:3.99996e+06:0.0120379:0.00459524:
60:66666:3.99996e+06:0.0121817:0.0045152:
61:65573:3.99995e+06:0.0123417:0.00456264:
62:64516:3.99999e+06:0.0122389:0.00455641:
63:63492:4e+06:0.012155:0.00456643:
64:62500:4e+06:0.0123159:0.0045626:
65:61538:3.99997e+06:0.0120999:0.00456847:
66:60606:4e+06:0.0122878:0.00454146:
67:59701:3.99997e+06:0.0122541:0.0045703:
68:58823:3.99996e+06:0.0120366:0.00456719:
69:57971:4e+06:0.0119819:0.00455471:
70:57142:3.99994e+06:0.0119882:0.00456008:
71:56338:4e+06:0.0120224:0.00456981:
72:55555:3.99996e+06:0.0121119:0.00456692:
73:54794:3.99996e+06:0.0117707:0.00452618:
74:54054:4e+06:0.0120938:0.00466814:
75:53333:3.99998e+06:0.0117691:0.00465729:
76:52631:3.99996e+06:0.0119517:0.00464853:
